Key,Value,
type0,主线,
type1,支线,
type2,师门,
type3,皓月,
type4,声望,
type5,钓鱼,
type6,组队,
type7,炼魂,
type8,挑战,
type9,银两,
type10,翅膀,
type11,坐骑,
type12,经验,
type13,功能,
title_format,[{0}],
accept_quest,任务接受,
complete_quest,任务完成,
can_complete_quest,任务还没完成,
btn_text_progress,前往,
btn_text_canfinish,完成,
btn_text_directly,领取奖励,
btn_accept,接受任务,
btn_complete,完成任务,
btn_quick_complete,快速完成,
btn_double_complete,双倍领取,
btn_quest,任务,
btn_trans,传送,
complete_state,(已完成),
progress_state,(未完成),
complete_state1,已完成,
new_state1,未接取,
new_state,(未接取),
uplv_limit,(进阶等级未满足要求),
lv_limit,(等级未满足要求),
complete_all,还未接受任何,
btn_refuse,拒绝,
btn_continue,继续,
progress_state1,未完成,
new_quest,新任务,
giveup_quest,是否确认放弃任务？,
main_before_accept,前往,
main_accept,前往,
main_complete,前往,
lb_qiao,你悄悄从%name身上拿出了一些东西：,
reward_times,奖励*%s倍,
btn_refresh,刷新法器,
complete_all_main,您已完成所有主线任务,
not_complete,您还未完成任务目标,
fb_cannot_auto_run,副本内无法寻路,
trans_btn1,自动寻路,
trans_btn2,立即传送,
trans_tips,距离任务地点遥远，是否立即传送,
soul_subprompt,开启<f color='ff00d600' link='xx'>法器</f>,
btn_openSoulItem,开启法器,
type_short0,【主】,
type_short1,【支】,
type_short2,【师门】,
type_short3,【皓月】,
type_short4,【引】,
type_short5,【引】,
type_short6,【引】,
type_short7,【引】,
type_short8,【引】,
type_short9,【引】,
type_short10,【引】,
type_short11,【引】,
type_short12,【引】,
type_short13,【功能】,
