Key,Value,
tail_needlv,等级达到40级时开启,
tail_unloadall,确认卸下所有护符吗,
tail_sure,确认,
tail_cancel,取消,
tail_unload,卸下,
tail_title,护符栏(%d/%d),
recycle_havenum,已拥有:%d,
recycle_buy,购买,
recycle_bagitems,背包物品,
recycle_havetosell,已出售物品,
recycle_sell,出售,
recycle_renum,请输入回购数量,
recycle_recycle,回购,
recycle_titlenull,请选择需出售的物品,
recycle_surerecycle,回购确认,
recycle_have,已拥有:,
recycle_pay,花费,
recycle_paysure,购买确认,
cant_inherit,护符不能传承,
recycle_goldicon,"<f size='24'>花费<a img='#static/static_pic/static002.xml,static002,%d'>s</a>%d</f>",
notForSale,该商品不能出售,
