Key,Value,
prompt_lua,本次复活需要消耗%d复活石。\n还差%d复活石，是否花费%d元宝购买？,
ok_lua,坚定不移,
cancel_lua,容我三思,
prompt_cs,{0}正在救你,
ok_cs,接受,
cancel_cs,拒绝,
quit_confine,提前退出副本也会消耗相应次数，确定要退出副本吗？,
exp_format,经验值:,
shengxingshi,升星石:,
luck_format,幸运值:,
jinjieshi,进阶石:,
stage1,一阶级属性：,
stage2,二阶级属性：,
stage3,三阶级属性：,
stage4,四阶级属性：,
stage5,五阶级属性：,
stage6,六阶级属性：,
stage7,七阶级属性：,
stage8,八阶级属性：,
stage9,九阶级属性：,
stage10,十阶级属性：,
teamSet,屏蔽陌生人组队邀请,
friendSet,屏蔽玩家好友邀请,
privateChatSet,屏蔽陌生人聊天信息,
hpAndNameSet,屏蔽玩家姓名和血条,
clickPlayerSet,场景内可点击其他玩家,
showPlayerSet,屏蔽所有其他玩家,
Cdes_windskill,当前等级：羽翼到达%d阶,
Ndes_windskill,下一等级：羽翼到达%d阶,
N_meet,（未达成）,
Y_meet,（已达成）,
LevelMax,已达到最大技能等级,
