Key,Value,
channel1,[世界],
channel2,[仙盟],
channel3,[队伍],
channel4,[私聊],
channel5,[连服],
channel6,[道友],
channel7,[系统],
channel8,[喇叭],
message1,此频道不能发言,
message2,你必须加入一个队伍才可在此频道发言。,
message3,你必须加入一个仙盟才可在此频道发言。,
message4,你必须拥有道友才可在此频道发言。,
show_item,展示,
input_text,请输入聊天内容,
input_null,你还没有输入任何内 容,
input_limit,单次输入不可以超过50字
。,
sound_limit,语音信息至少1秒以上,
sound_lose,语音发送失败,
gain_exp,J+{0},
gain_gold,Y+{0},
gain_diamond,D+{0},
gain_ticket,T+{0},
gain_exp_text,你获得了<font color='ff00f012'>%s</font>经验,
gain_exp_text1,你获得了<font color='ff00f012'>%s</font>经验（大神福利加成<font color='ff00f012'>%s</font>）,
gain_gold_text,你获得了<font color='ff00f012'>%s</font>银两,
gain_upexp_text,你获得了<font color='ff00f012'>%s</font>修为
gain_diamond_text,你获得了<font color='ff00f012'>%s</font>元宝,
gain_ticket_text,你获得了<font color='ff00f012'>%s</font>绑元,
gain_CULTIVATION,X+{0},
gain_item,你获得了{0}个<color=#{1}>{2}</color>,
emotion_name1,惊讶,
emotion_name2,怀疑,
emotion_name3,尴尬,
emotion_name4,大怒,
emotion_name5,吐舌,
emotion_name6,微笑,
emotion_name7,忧伤,
emotion_name8,老大,
emotion_name9,呕吐,
emotion_name10,抓狂,
emotion_name11,偷笑,
emotion_name12,花痴,
emotion_name13,安慰,
emotion_name14,白眼,
emotion_name15,傲慢,
emotion_name16,口水,
emotion_name17,犯困,
emotion_name18,惊愕,
emotion_name19,冷汗,
emotion_name20,开心,
emotion_name21,鼓舞,
emotion_name22,咒骂,
emotion_name23,无聊,
emotion_name24,疑问,
emotion_name25,嘘,
emotion_name26,抽脸,
emotion_name27,晕眩,
emotion_name28,背,
emotion_name29,惊悚,
emotion_name30,敲打,
emotion_name31,拜拜,
emotion_name32,强悍,
emotion_name33,鄙视,
emotion_name34,露牙,
emotion_name35,握手,
emotion_name36,胜利,
emotion_name37,玫瑰,
emotion_name38,凋谢,
emotion_name39,亲吻,
emotion_name40,爱心,
emotion_name41,心碎,
emotion_name42,悲泣,
emotion_name43,好棒,
emotion_name44,害羞,
emotion_name45,闭嘴,
emotion_name46,睡觉,
emotion_name47,大哭,
action_name1,轻笑,
action_name2,鼓掌,
action_name3,问候,
action_name4,打招呼,
action_name5,安慰,
action_name6,眨眼,
action_name7,哀悼,
action_name8,呻吟,
action_name9,爱,
action_name10,安抚,
action_name11,安慰,
action_name12,按摩,
action_name13,抱歉,
action_name14,抱抱,
action_name15,不,
action_name16,不安,
action_name17,颤抖,
action_name18,嘲讽,
action_name19,饿,
action_name20,亲吻,
action_name21,再见,
action_name22,拍头,
action_name23,斥责,
action_name24,冲,
action_name25,打嗝,
action_name26,弹跳,
action_name27,等等,
action_name28,瞪眼,
action_name29,低泣,
action_name30,放屁,
action_name31,愤怒,
action_name32,否决,
action_name33,干杯,
action_name34,高兴,
action_name35,胳肢,
action_name36,工作,
action_name37,攻击,
action_name38,咕噜,
action_name39,哈欠,
action_name40,害臊,
action_name41,寒冷,
action_name42,害羞,
action_name43,好奇,
action_name44,糊涂,
action_name45,欢呼,
action_name46,就绪,
action_name47,鞠躬,
action_name48,表扬,
action_name49,考虑,
action_name50,恳求,
action_name51,口哨,
action_name52,卑微,
action_name53,哭泣,
action_name54,咆哮,
action_name55,冷静,
action_name56,怜悯,
action_name57,流血,
action_name58,屁股,
action_name59,敲击,
action_name60,挠痒,
action_name61,傻笑,
action_name62,挖鼻孔,
action_name63,逃跑,
action_name64,威胁,
action_name65,戏弄,
action_name66,脸红,
action_name67,臭鸡蛋,
action_name68,祝贺,
action_name69,再见,
object_type1,陌生人,
object_type2,好友,
gift_name,|1|级友情礼包,
gift_des,亲密度|1|级时可领取,
i_here,我在<f size= '20' style = '4' color='ffffff1a' link = '|1|'>|2|</f>,
need_vip,需要月卡,
anonymous,<f>匿名者</f>,
dont_anonymous,该频道不能匿名,
say,<f>对|1|</f>说：,
chat_object,请选择私聊的对象,
char,<f>@|1|</f>,
all,全体成员,
no_team,没有队伍无法使用,
lv_insufficient,无法展示，玩家需要达到等级：,
canjoin_guild,14级可以加入仙盟,
call_limit,(剩余|1|次),
saytoyou,对您说：,
guibin,VIP,
show_tips,物品展示已发送,
only_connect,只有在连服场景才能使用,
no_ally,没有道友无法使用,
sendmessage,您的发送频率太快，请|1|秒后再尝试,
error,聊天参数错误,
worldRedPacket,世界频道
guildRedPacket,仙盟频道
koulingTips,有口令才能发红包呦!
putongTips,写上祝福语才能发红包呦！
redkouling,红包口令：
redjiyu,红包寄语：


